Biomass,H2,Glucose,NADH
0.07009889549516855,11.186510277136948,3.214398492010183,6.657384832336713
0.0706103186654232,11.24808511467291,3.232840148558412,6.595935862466967
0.07099870647576237,11.29965810755812,3.248048085659681,6.527618243555953
0.07017385158756345,11.456316205534788,3.2745803076166817,6.586022280782953
0.06901204278903642,11.611788352349988,3.2982331280758337,6.64955542635616
0.0678001469206399,11.825323461297375,3.3446754281539604,6.741507746530148
0.06658825105224328,12.038858570244763,3.391117728232086,6.833460066704134
0.06537635518384674,12.252393679192153,3.437560028310214,6.925412386878126
0.0641644593154501,12.465928788139538,3.484002328388341,7.0173647070521135
0.06295256344705356,12.679463897086933,3.530444628466469,7.109317027226105
0.061740667578656955,12.892999006034318,3.576886928544595,7.2012693474000935
0.06046876162428701,13.056204840332697,3.60310309910685,7.26732341649017
0.05897615989072937,13.235051690924902,3.6351511360155393,7.414117411458693
0.05738970571309665,13.449952300106975,3.680096470407442,7.632419371983296
0.0558032515354637,13.66485290928906,3.725041804799349,7.850721332507911
0.054216797357830866,13.879753518471144,3.7699871391912554,8.069023293032526
0.052630343180197936,14.09465412765323,3.8149324735831627,8.287325253557142
0.0510438890025651,14.309554736835317,3.859877807975069,8.505627214081755
0.049457434824932006,14.524455346017408,3.904823142366981,8.723929174606383
0.04787098064729916,14.739355955199496,3.9497684767588876,8.942231135130998
0.04628452646966618,14.95425656438158,3.9947138111507936,9.160533095655614
0.044698072292033285,15.169157173563667,4.039659145542701,9.37883505618023
0.043111618114400375,15.384057782745751,4.084604479934608,9.597137016704847
0.0415251639367673,15.598958391927846,4.129549814326518,9.81543897722947
0.03993870975913444,15.813859001109932,4.174495148718426,10.033740937754091
0.03835225558150157,16.028759610292017,4.219440483110333,10.2520428982787
0.04514259360524417,16.798605814364468,4.449481393301238,10.690518764116613
0.04942850412693962,17.24525906481363,4.603587734167293,10.949508731589301
0.04902133298998358,17.11266083629937,4.618854313550354,10.986283228872201
0.04861416185302762,16.980062607785076,4.634120892933404,11.023057726155082
0.04820699071607156,16.84746437927079,4.649387472316455,11.059832223437963
0.04779981957911557,16.7148661507565,4.6646540516995065,11.096606720720848
0.04739264844215961,16.58226792224221,4.679920631082557,11.133381218003729
0.04698547730520365,16.449669693727923,4.695187210465608,11.17015571528661
0.04657830616824765,16.31707146521363,4.710453789848658,11.206930212569489
0.04617113503129163,16.18447323669934,4.725720369231709,11.243704709852373
0.04576396389433612,16.05187500818504,4.740986948614753,11.280479207135237
